,Biomass_Actual Aggregated,Fossil Gas_Actual Aggregated,Hydro Pumped Storage_Actual Aggregated,Hydro Pumped Storage_Actual Consumption,Hydro Run-of-river and poundage_Actual Aggregated,Other_Actual Aggregated,Solar_Actual Aggregated,Waste_Actual Aggregated,Wind Onshore_Actual Aggregated
2024-01-01 02:00:00+02:00,33.0,43.0,0.0,0.0,25.0,21.0,0.0,68.0,252.0
2024-01-01 03:00:00+02:00,33.0,43.0,0.0,0.0,26.0,12.0,0.0,68.0,281.0
2024-01-01 04:00:00+02:00,33.0,43.0,0.0,0.0,25.0,12.0,0.0,68.0,343.0
2024-01-01 05:00:00+02:00,33.0,43.0,0.0,219.0,57.0,12.0,0.0,68.0,359.0
2024-01-01 06:00:00+02:00,33.0,43.0,0.0,221.0,25.0,12.0,0.0,68.0,394.0
2024-01-01 07:00:00+02:00,34.0,43.0,0.0,219.0,25.0,12.0,0.0,68.0,422.0
2024-01-01 08:00:00+02:00,34.0,43.0,0.0,0.0,25.0,12.0,0.0,69.0,447.0
2024-01-01 09:00:00+02:00,34.0,42.0,0.0,0.0,25.0,12.0,63.0,68.0,454.0
2024-01-01 10:00:00+02:00,34.0,43.0,0.0,0.0,88.0,12.0,56.0,67.0,472.0
2024-01-01 11:00:00+02:00,34.0,43.0,0.0,0.0,88.0,13.0,72.0,67.0,473.0
2024-01-01 12:00:00+02:00,34.0,43.0,0.0,0.0,90.0,13.0,61.0,68.0,456.0
2024-01-01 13:00:00+02:00,34.0,42.0,0.0,0.0,93.0,13.0,47.0,68.0,480.0
2024-01-01 14:00:00+02:00,34.0,42.0,0.0,0.0,90.0,13.0,50.0,67.0,518.0
2024-01-01 15:00:00+02:00,34.0,42.0,0.0,0.0,88.0,13.0,30.0,66.0,563.0
2024-01-01 16:00:00+02:00,34.0,42.0,0.0,0.0,88.0,13.0,0.0,66.0,605.0
2024-01-01 17:00:00+02:00,34.0,42.0,0.0,0.0,88.0,14.0,0.0,67.0,672.0
2024-01-01 18:00:00+02:00,34.0,42.0,0.0,0.0,75.0,23.0,0.0,66.0,687.0
2024-01-01 19:00:00+02:00,34.0,42.0,0.0,0.0,88.0,23.0,0.0,66.0,674.0
2024-01-01 20:00:00+02:00,34.0,42.0,0.0,0.0,94.0,23.0,0.0,67.0,632.0
2024-01-01 21:00:00+02:00,34.0,42.0,0.0,0.0,45.0,23.0,0.0,67.0,624.0
2024-01-01 22:00:00+02:00,34.0,42.0,0.0,0.0,42.0,13.0,0.0,67.0,604.0
2024-01-01 23:00:00+02:00,34.0,42.0,0.0,0.0,39.0,13.0,0.0,67.0,543.0
2024-01-02 00:00:00+02:00,34.0,42.0,0.0,0.0,26.0,14.0,0.0,66.0,497.0
2024-01-02 01:00:00+02:00,34.0,42.0,0.0,0.0,25.0,13.0,0.0,66.0,489.0
2024-01-02 02:00:00+02:00,34.0,42.0,0.0,0.0,25.0,13.0,0.0,66.0,452.0
2024-01-02 03:00:00+02:00,34.0,42.0,0.0,0.0,25.0,13.0,0.0,66.0,407.0
2024-01-02 04:00:00+02:00,34.0,42.0,0.0,0.0,25.0,13.0,0.0,66.0,419.0
2024-01-02 05:00:00+02:00,34.0,48.0,0.0,0.0,26.0,13.0,0.0,66.0,395.0
2024-01-02 06:00:00+02:00,34.0,76.0,1.0,0.0,47.0,23.0,0.0,66.0,362.0
2024-01-02 07:00:00+02:00,34.0,96.0,188.0,0.0,96.0,21.0,0.0,66.0,356.0
2024-01-02 08:00:00+02:00,34.0,206.0,196.0,0.0,96.0,21.0,1.0,66.0,333.0
2024-01-02 09:00:00+02:00,34.0,367.0,196.0,0.0,98.0,37.0,20.0,65.0,301.0
2024-01-02 10:00:00+02:00,34.0,479.0,192.0,0.0,98.0,29.0,42.0,64.0,347.0
2024-01-02 11:00:00+02:00,34.0,456.0,186.0,0.0,98.0,23.0,76.0,62.0,342.0
2024-01-02 12:00:00+02:00,34.0,478.0,187.0,0.0,93.0,20.0,59.0,62.0,332.0
2024-01-02 13:00:00+02:00,34.0,479.0,192.0,0.0,98.0,28.0,50.0,56.0,361.0
2024-01-02 14:00:00+02:00,34.0,477.0,186.0,0.0,94.0,25.0,40.0,60.0,338.0
2024-01-02 15:00:00+02:00,34.0,480.0,206.0,0.0,95.0,32.0,13.0,61.0,379.0
2024-01-02 16:00:00+02:00,34.0,481.0,201.0,0.0,98.0,26.0,0.0,62.0,448.0
2024-01-02 17:00:00+02:00,34.0,480.0,201.0,0.0,98.0,15.0,0.0,62.0,465.0
2024-01-02 18:00:00+02:00,34.0,464.0,173.0,0.0,98.0,16.0,0.0,63.0,507.0
2024-01-02 19:00:00+02:00,34.0,481.0,181.0,0.0,98.0,17.0,0.0,63.0,535.0
2024-01-02 20:00:00+02:00,34.0,350.0,174.0,0.0,98.0,16.0,0.0,63.0,556.0
2024-01-02 21:00:00+02:00,34.0,46.0,182.0,0.0,60.0,18.0,0.0,63.0,583.0
2024-01-02 22:00:00+02:00,34.0,43.0,116.0,0.0,88.0,21.0,0.0,63.0,629.0
2024-01-02 23:00:00+02:00,34.0,43.0,0.0,0.0,59.0,15.0,0.0,64.0,639.0
2024-01-03 00:00:00+02:00,34.0,42.0,0.0,217.0,60.0,21.0,0.0,64.0,678.0
2024-01-03 01:00:00+02:00,34.0,43.0,0.0,285.0,26.0,15.0,0.0,65.0,687.0
2024-01-03 02:00:00+02:00,34.0,43.0,0.0,305.0,57.0,20.0,0.0,64.0,699.0
2024-01-03 03:00:00+02:00,34.0,42.0,0.0,337.0,65.0,19.0,0.0,64.0,726.0
2024-01-03 04:00:00+02:00,34.0,42.0,0.0,345.0,62.0,19.0,0.0,64.0,756.0
2024-01-03 05:00:00+02:00,34.0,42.0,0.0,269.0,62.0,21.0,0.0,63.0,763.0
2024-01-03 06:00:00+02:00,34.0,42.0,0.0,0.0,58.0,20.0,0.0,64.0,793.0
2024-01-03 07:00:00+02:00,34.0,42.0,84.0,0.0,96.0,19.0,0.0,65.0,817.0
2024-01-03 08:00:00+02:00,34.0,43.0,201.0,0.0,98.0,19.0,0.0,67.0,830.0
2024-01-03 09:00:00+02:00,34.0,42.0,252.0,0.0,98.0,24.0,29.0,66.0,803.0
2024-01-03 10:00:00+02:00,34.0,42.0,288.0,0.0,98.0,24.0,33.0,65.0,798.0
2024-01-03 11:00:00+02:00,34.0,42.0,332.0,0.0,98.0,20.0,55.0,65.0,799.0
2024-01-03 12:00:00+02:00,34.0,42.0,303.0,0.0,98.0,24.0,53.0,65.0,813.0
2024-01-03 13:00:00+02:00,34.0,42.0,267.0,0.0,98.0,17.0,53.0,65.0,811.0
2024-01-03 14:00:00+02:00,34.0,42.0,298.0,0.0,98.0,24.0,37.0,58.0,815.0
2024-01-03 15:00:00+02:00,34.0,42.0,388.0,0.0,98.0,21.0,41.0,54.0,805.0
2024-01-03 16:00:00+02:00,34.0,42.0,527.0,0.0,98.0,33.0,0.0,59.0,800.0
2024-01-03 17:00:00+02:00,34.0,42.0,388.0,0.0,98.0,24.0,0.0,64.0,789.0
2024-01-03 18:00:00+02:00,34.0,42.0,431.0,0.0,98.0,23.0,0.0,65.0,780.0
2024-01-03 19:00:00+02:00,34.0,42.0,294.0,0.0,98.0,26.0,0.0,65.0,771.0
2024-01-03 20:00:00+02:00,34.0,42.0,201.0,0.0,96.0,16.0,0.0,64.0,711.0
2024-01-03 21:00:00+02:00,34.0,42.0,0.0,0.0,98.0,16.0,0.0,62.0,700.0
2024-01-03 22:00:00+02:00,34.0,49.0,69.0,0.0,98.0,16.0,0.0,64.0,705.0
2024-01-03 23:00:00+02:00,34.0,155.0,48.0,110.0,77.0,16.0,0.0,64.0,677.0
2024-01-04 00:00:00+02:00,34.0,365.0,0.0,535.0,67.0,16.0,0.0,63.0,635.0
2024-01-04 01:00:00+02:00,34.0,475.0,0.0,674.0,97.0,16.0,0.0,65.0,607.0
2024-01-04 02:00:00+02:00,34.0,476.0,0.0,550.0,48.0,16.0,0.0,65.0,575.0
2024-01-04 03:00:00+02:00,34.0,477.0,0.0,445.0,27.0,16.0,0.0,65.0,563.0
2024-01-04 04:00:00+02:00,34.0,478.0,0.0,444.0,27.0,15.0,0.0,64.0,568.0
2024-01-04 05:00:00+02:00,34.0,477.0,93.0,302.0,53.0,28.0,0.0,65.0,558.0
2024-01-04 06:00:00+02:00,34.0,476.0,191.0,0.0,75.0,41.0,0.0,65.0,576.0
2024-01-04 07:00:00+02:00,34.0,439.0,380.0,0.0,95.0,42.0,0.0,64.0,605.0
2024-01-04 08:00:00+02:00,34.0,481.0,319.0,0.0,98.0,42.0,0.0,64.0,583.0
2024-01-04 09:00:00+02:00,34.0,488.0,343.0,0.0,98.0,44.0,32.0,64.0,543.0
2024-01-04 10:00:00+02:00,34.0,488.0,321.0,0.0,98.0,43.0,38.0,62.0,508.0
2024-01-04 11:00:00+02:00,34.0,487.0,342.0,0.0,98.0,42.0,51.0,42.0,490.0
2024-01-04 12:00:00+02:00,34.0,487.0,493.0,0.0,98.0,64.0,62.0,42.0,451.0
2024-01-04 13:00:00+02:00,34.0,488.0,340.0,0.0,97.0,42.0,47.0,44.0,428.0
2024-01-04 14:00:00+02:00,34.0,490.0,327.0,0.0,98.0,43.0,69.0,55.0,416.0
2024-01-04 15:00:00+02:00,34.0,493.0,282.0,0.0,98.0,59.0,47.0,55.0,406.0
2024-01-04 16:00:00+02:00,34.0,493.0,197.0,0.0,98.0,43.0,0.0,59.0,367.0
2024-01-04 17:00:00+02:00,34.0,491.0,197.0,0.0,98.0,52.0,0.0,63.0,314.0
2024-01-04 18:00:00+02:00,34.0,491.0,197.0,0.0,97.0,43.0,0.0,65.0,298.0
2024-01-04 19:00:00+02:00,34.0,490.0,194.0,0.0,97.0,52.0,0.0,65.0,265.0
2024-01-04 20:00:00+02:00,34.0,490.0,193.0,0.0,97.0,52.0,0.0,65.0,218.0
2024-01-04 21:00:00+02:00,34.0,490.0,162.0,0.0,97.0,43.0,0.0,65.0,169.0
2024-01-04 22:00:00+02:00,34.0,528.0,89.0,0.0,60.0,43.0,0.0,65.0,124.0
2024-01-04 23:00:00+02:00,34.0,586.0,0.0,196.0,41.0,17.0,0.0,65.0,91.0
2024-01-05 00:00:00+02:00,33.0,642.0,0.0,675.0,60.0,17.0,0.0,65.0,61.0
2024-01-05 01:00:00+02:00,34.0,679.0,0.0,679.0,68.0,37.0,0.0,65.0,48.0
2024-01-05 02:00:00+02:00,34.0,734.0,0.0,678.0,54.0,18.0,0.0,65.0,29.0
2024-01-05 03:00:00+02:00,34.0,765.0,0.0,677.0,40.0,37.0,0.0,65.0,24.0
2024-01-05 04:00:00+02:00,34.0,778.0,0.0,676.0,26.0,19.0,0.0,65.0,14.0
2024-01-05 05:00:00+02:00,34.0,775.0,0.0,670.0,26.0,19.0,0.0,65.0,26.0
2024-01-05 06:00:00+02:00,34.0,726.0,0.0,169.0,55.0,19.0,0.0,64.0,46.0
2024-01-05 07:00:00+02:00,34.0,701.0,0.0,0.0,47.0,20.0,0.0,64.0,75.0
2024-01-05 08:00:00+02:00,34.0,808.0,17.0,0.0,63.0,20.0,0.0,64.0,101.0
2024-01-05 09:00:00+02:00,34.0,822.0,0.0,0.0,51.0,20.0,27.0,64.0,118.0
2024-01-05 10:00:00+02:00,34.0,863.0,0.0,0.0,88.0,19.0,23.0,48.0,150.0
2024-01-05 11:00:00+02:00,34.0,997.0,0.0,0.0,88.0,19.0,23.0,59.0,95.0
2024-01-05 12:00:00+02:00,34.0,1051.0,0.0,0.0,98.0,17.0,30.0,63.0,45.0
2024-01-05 13:00:00+02:00,34.0,1002.0,0.0,0.0,88.0,23.0,28.0,63.0,41.0
2024-01-05 14:00:00+02:00,34.0,1040.0,0.0,0.0,98.0,25.0,38.0,63.0,100.0
2024-01-05 15:00:00+02:00,34.0,927.0,0.0,0.0,74.0,17.0,18.0,63.0,209.0
2024-01-05 16:00:00+02:00,34.0,943.0,0.0,0.0,98.0,27.0,1.0,63.0,336.0
2024-01-05 17:00:00+02:00,34.0,899.0,0.0,0.0,98.0,28.0,0.0,63.0,437.0
2024-01-05 18:00:00+02:00,34.0,959.0,0.0,0.0,98.0,27.0,0.0,63.0,493.0
2024-01-05 19:00:00+02:00,33.0,845.0,0.0,0.0,98.0,27.0,0.0,64.0,492.0
2024-01-05 20:00:00+02:00,33.0,692.0,0.0,0.0,98.0,17.0,0.0,64.0,452.0
2024-01-05 21:00:00+02:00,33.0,661.0,0.0,0.0,25.0,17.0,0.0,64.0,382.0
2024-01-05 22:00:00+02:00,33.0,644.0,0.0,0.0,25.0,16.0,0.0,64.0,262.0
2024-01-05 23:00:00+02:00,33.0,627.0,0.0,0.0,25.0,17.0,0.0,65.0,208.0
2024-01-06 00:00:00+02:00,33.0,505.0,0.0,0.0,25.0,18.0,0.0,64.0,157.0
2024-01-06 01:00:00+02:00,34.0,469.0,0.0,0.0,25.0,20.0,0.0,64.0,126.0
2024-01-06 02:00:00+02:00,33.0,470.0,0.0,0.0,25.0,22.0,0.0,65.0,111.0
2024-01-06 03:00:00+02:00,33.0,450.0,0.0,0.0,25.0,17.0,0.0,64.0,101.0
2024-01-06 04:00:00+02:00,33.0,452.0,0.0,0.0,25.0,17.0,0.0,64.0,92.0
2024-01-06 05:00:00+02:00,33.0,452.0,0.0,0.0,25.0,28.0,0.0,64.0,109.0
2024-01-06 06:00:00+02:00,33.0,453.0,0.0,0.0,25.0,29.0,0.0,65.0,95.0
2024-01-06 07:00:00+02:00,33.0,554.0,0.0,0.0,25.0,37.0,0.0,64.0,104.0
2024-01-06 08:00:00+02:00,33.0,682.0,0.0,0.0,70.0,35.0,0.0,64.0,100.0
2024-01-06 09:00:00+02:00,33.0,701.0,0.0,0.0,68.0,44.0,18.0,64.0,108.0
2024-01-06 10:00:00+02:00,33.0,704.0,0.0,0.0,68.0,45.0,22.0,64.0,87.0
2024-01-06 11:00:00+02:00,33.0,766.0,0.0,0.0,68.0,51.0,27.0,63.0,79.0
2024-01-06 12:00:00+02:00,33.0,754.0,0.0,0.0,74.0,40.0,33.0,64.0,81.0
2024-01-06 13:00:00+02:00,33.0,790.0,0.0,0.0,74.0,40.0,39.0,65.0,77.0
2024-01-06 14:00:00+02:00,33.0,790.0,0.0,0.0,72.0,39.0,39.0,64.0,78.0
2024-01-06 15:00:00+02:00,33.0,791.0,0.0,0.0,68.0,39.0,26.0,64.0,89.0
2024-01-06 16:00:00+02:00,33.0,790.0,0.0,0.0,68.0,37.0,3.0,64.0,119.0
2024-01-06 17:00:00+02:00,33.0,791.0,0.0,0.0,68.0,37.0,0.0,61.0,157.0
2024-01-06 18:00:00+02:00,33.0,765.0,0.0,0.0,68.0,35.0,0.0,60.0,215.0
2024-01-06 19:00:00+02:00,33.0,728.0,0.0,0.0,68.0,35.0,0.0,60.0,274.0
2024-01-06 20:00:00+02:00,33.0,721.0,0.0,0.0,68.0,29.0,0.0,58.0,274.0
2024-01-06 21:00:00+02:00,33.0,486.0,0.0,0.0,25.0,30.0,0.0,59.0,267.0
2024-01-06 22:00:00+02:00,33.0,358.0,0.0,0.0,25.0,30.0,0.0,58.0,263.0
2024-01-06 23:00:00+02:00,33.0,370.0,0.0,0.0,25.0,25.0,0.0,59.0,266.0
2024-01-07 00:00:00+02:00,33.0,372.0,0.0,0.0,25.0,17.0,0.0,58.0,261.0
2024-01-07 01:00:00+02:00,33.0,75.0,0.0,58.0,44.0,24.0,0.0,58.0,271.0
2024-01-07 02:00:00+02:00,33.0,69.0,0.0,223.0,25.0,17.0,0.0,58.0,287.0
2024-01-07 03:00:00+02:00,33.0,68.0,0.0,226.0,25.0,17.0,0.0,58.0,319.0
2024-01-07 04:00:00+02:00,33.0,68.0,0.0,226.0,25.0,17.0,0.0,57.0,353.0
2024-01-07 05:00:00+02:00,33.0,68.0,0.0,225.0,39.0,17.0,0.0,56.0,309.0
2024-01-07 06:00:00+02:00,33.0,68.0,0.0,117.0,51.0,26.0,0.0,55.0,302.0
2024-01-07 07:00:00+02:00,33.0,69.0,0.0,0.0,51.0,25.0,0.0,56.0,310.0
2024-01-07 08:00:00+02:00,33.0,69.0,166.0,0.0,51.0,25.0,0.0,56.0,346.0
2024-01-07 09:00:00+02:00,33.0,69.0,199.0,0.0,32.0,16.0,23.0,56.0,358.0
2024-01-07 10:00:00+02:00,33.0,69.0,199.0,0.0,74.0,23.0,47.0,55.0,340.0
2024-01-07 11:00:00+02:00,33.0,69.0,133.0,0.0,97.0,23.0,47.0,54.0,269.0
2024-01-07 12:00:00+02:00,33.0,69.0,242.0,0.0,26.0,23.0,57.0,54.0,206.0
2024-01-07 13:00:00+02:00,33.0,69.0,199.0,0.0,26.0,25.0,62.0,54.0,165.0
2024-01-07 14:00:00+02:00,33.0,69.0,199.0,0.0,26.0,24.0,36.0,55.0,189.0
2024-01-07 15:00:00+02:00,33.0,69.0,134.0,0.0,26.0,24.0,18.0,54.0,234.0
2024-01-07 16:00:00+02:00,33.0,68.0,193.0,0.0,50.0,24.0,3.0,54.0,305.0
2024-01-07 17:00:00+02:00,33.0,68.0,211.0,0.0,49.0,23.0,0.0,54.0,326.0
2024-01-07 18:00:00+02:00,33.0,68.0,98.0,0.0,49.0,26.0,0.0,53.0,303.0
2024-01-07 19:00:00+02:00,33.0,68.0,50.0,0.0,50.0,24.0,0.0,54.0,330.0
2024-01-07 20:00:00+02:00,34.0,69.0,104.0,0.0,40.0,24.0,0.0,54.0,361.0
2024-01-07 21:00:00+02:00,34.0,69.0,63.0,227.0,26.0,25.0,0.0,55.0,381.0
2024-01-07 22:00:00+02:00,33.0,68.0,0.0,456.0,26.0,25.0,0.0,55.0,389.0
2024-01-07 23:00:00+02:00,33.0,61.0,0.0,455.0,26.0,24.0,0.0,55.0,390.0
2024-01-08 00:00:00+02:00,34.0,44.0,0.0,455.0,25.0,19.0,0.0,55.0,397.0
2024-01-08 01:00:00+02:00,34.0,61.0,0.0,573.0,26.0,18.0,0.0,56.0,398.0
2024-01-08 02:00:00+02:00,34.0,69.0,0.0,673.0,26.0,18.0,0.0,56.0,361.0
2024-01-08 03:00:00+02:00,34.0,69.0,0.0,672.0,25.0,20.0,0.0,56.0,313.0
2024-01-08 04:00:00+02:00,34.0,68.0,0.0,670.0,26.0,24.0,0.0,56.0,301.0
2024-01-08 05:00:00+02:00,33.0,68.0,0.0,666.0,25.0,24.0,0.0,56.0,271.0
2024-01-08 06:00:00+02:00,34.0,74.0,84.0,371.0,26.0,23.0,0.0,55.0,233.0
2024-01-08 07:00:00+02:00,34.0,181.0,51.0,0.0,40.0,24.0,0.0,55.0,190.0
2024-01-08 08:00:00+02:00,34.0,373.0,245.0,0.0,50.0,25.0,0.0,55.0,144.0
2024-01-08 09:00:00+02:00,34.0,510.0,130.0,0.0,50.0,24.0,27.0,55.0,88.0
2024-01-08 10:00:00+02:00,34.0,511.0,127.0,0.0,51.0,24.0,35.0,55.0,46.0
2024-01-08 11:00:00+02:00,34.0,510.0,200.0,0.0,51.0,24.0,49.0,56.0,14.0
2024-01-08 12:00:00+02:00,34.0,508.0,273.0,0.0,51.0,35.0,62.0,56.0,9.0
2024-01-08 13:00:00+02:00,34.0,507.0,206.0,0.0,50.0,35.0,60.0,56.0,34.0
2024-01-08 14:00:00+02:00,34.0,507.0,201.0,0.0,47.0,28.0,53.0,56.0,93.0
2024-01-08 15:00:00+02:00,34.0,369.0,167.0,0.0,47.0,26.0,28.0,56.0,168.0
2024-01-08 16:00:00+02:00,34.0,333.0,121.0,0.0,47.0,20.0,2.0,56.0,269.0
2024-01-08 17:00:00+02:00,34.0,360.0,161.0,0.0,47.0,17.0,0.0,55.0,377.0
2024-01-08 18:00:00+02:00,34.0,424.0,170.0,0.0,50.0,26.0,0.0,49.0,462.0
2024-01-08 19:00:00+02:00,34.0,461.0,161.0,0.0,47.0,26.0,0.0,47.0,543.0
2024-01-08 20:00:00+02:00,34.0,485.0,173.0,0.0,44.0,26.0,0.0,47.0,613.0
2024-01-08 21:00:00+02:00,34.0,374.0,161.0,0.0,25.0,16.0,0.0,47.0,678.0
2024-01-08 22:00:00+02:00,34.0,69.0,1.0,0.0,25.0,15.0,0.0,51.0,735.0
2024-01-08 23:00:00+02:00,34.0,69.0,0.0,0.0,25.0,15.0,0.0,55.0,744.0
2024-01-09 00:00:00+02:00,34.0,69.0,0.0,224.0,25.0,15.0,0.0,56.0,705.0
2024-01-09 01:00:00+02:00,34.0,66.0,0.0,451.0,25.0,20.0,0.0,55.0,637.0
2024-01-09 02:00:00+02:00,34.0,66.0,0.0,671.0,25.0,24.0,0.0,57.0,549.0
2024-01-09 03:00:00+02:00,34.0,66.0,0.0,671.0,25.0,23.0,0.0,57.0,435.0
2024-01-09 04:00:00+02:00,34.0,67.0,0.0,669.0,25.0,18.0,0.0,57.0,389.0
2024-01-09 05:00:00+02:00,34.0,75.0,0.0,666.0,25.0,21.0,0.0,58.0,329.0
2024-01-09 06:00:00+02:00,34.0,189.0,0.0,209.0,25.0,24.0,0.0,58.0,293.0
2024-01-09 07:00:00+02:00,34.0,370.0,48.0,0.0,26.0,24.0,0.0,57.0,296.0
2024-01-09 08:00:00+02:00,34.0,509.0,0.0,0.0,50.0,27.0,0.0,57.0,308.0
2024-01-09 09:00:00+02:00,34.0,509.0,51.0,0.0,50.0,30.0,68.0,57.0,330.0
2024-01-09 10:00:00+02:00,34.0,509.0,101.0,0.0,50.0,30.0,46.0,57.0,331.0
2024-01-09 11:00:00+02:00,33.0,508.0,0.0,0.0,50.0,19.0,27.0,56.0,366.0
2024-01-09 12:00:00+02:00,34.0,458.0,0.0,0.0,26.0,15.0,32.0,56.0,395.0
2024-01-09 13:00:00+02:00,34.0,473.0,0.0,0.0,25.0,14.0,35.0,60.0,463.0
2024-01-09 14:00:00+02:00,34.0,433.0,0.0,0.0,25.0,14.0,22.0,62.0,487.0
2024-01-09 15:00:00+02:00,34.0,503.0,0.0,0.0,25.0,15.0,20.0,63.0,483.0
2024-01-09 16:00:00+02:00,34.0,509.0,0.0,0.0,50.0,15.0,1.0,63.0,504.0
2024-01-09 17:00:00+02:00,34.0,508.0,0.0,0.0,50.0,14.0,0.0,64.0,528.0
2024-01-09 18:00:00+02:00,34.0,506.0,0.0,0.0,50.0,25.0,0.0,64.0,578.0
2024-01-09 19:00:00+02:00,34.0,463.0,0.0,0.0,50.0,14.0,0.0,65.0,590.0
2024-01-09 20:00:00+02:00,34.0,504.0,0.0,0.0,25.0,14.0,0.0,65.0,584.0
2024-01-09 21:00:00+02:00,34.0,504.0,0.0,0.0,25.0,13.0,0.0,65.0,610.0
2024-01-09 22:00:00+02:00,34.0,374.0,0.0,49.0,25.0,12.0,0.0,65.0,619.0
2024-01-09 23:00:00+02:00,34.0,66.0,0.0,0.0,25.0,12.0,0.0,65.0,604.0
2024-01-10 00:00:00+02:00,34.0,66.0,0.0,0.0,25.0,13.0,0.0,66.0,563.0
2024-01-10 01:00:00+02:00,34.0,66.0,0.0,0.0,25.0,12.0,0.0,66.0,579.0
2024-01-10 02:00:00+02:00,34.0,66.0,0.0,0.0,25.0,13.0,0.0,66.0,545.0
2024-01-10 03:00:00+02:00,34.0,66.0,0.0,0.0,25.0,13.0,0.0,66.0,538.0
2024-01-10 04:00:00+02:00,34.0,66.0,0.0,50.0,25.0,15.0,0.0,65.0,523.0
2024-01-10 05:00:00+02:00,34.0,73.0,0.0,0.0,25.0,13.0,0.0,65.0,503.0
2024-01-10 06:00:00+02:00,34.0,188.0,0.0,0.0,25.0,13.0,0.0,65.0,467.0
2024-01-10 07:00:00+02:00,34.0,365.0,1.0,0.0,25.0,14.0,0.0,65.0,402.0
2024-01-10 08:00:00+02:00,34.0,502.0,205.0,0.0,63.0,33.0,0.0,64.0,364.0
2024-01-10 09:00:00+02:00,34.0,502.0,390.0,0.0,26.0,34.0,10.0,64.0,379.0
2024-01-10 10:00:00+02:00,34.0,504.0,200.0,0.0,26.0,38.0,31.0,65.0,387.0
2024-01-10 11:00:00+02:00,34.0,457.0,0.0,0.0,26.0,23.0,33.0,64.0,427.0
2024-01-10 12:00:00+02:00,34.0,416.0,0.0,0.0,26.0,22.0,35.0,65.0,417.0
2024-01-10 13:00:00+02:00,34.0,376.0,0.0,0.0,26.0,12.0,52.0,64.0,452.0
2024-01-10 14:00:00+02:00,34.0,357.0,0.0,0.0,26.0,16.0,55.0,64.0,509.0
2024-01-10 15:00:00+02:00,34.0,336.0,0.0,0.0,25.0,13.0,39.0,64.0,586.0
2024-01-10 16:00:00+02:00,34.0,345.0,1.0,0.0,25.0,13.0,1.0,65.0,632.0
2024-01-10 17:00:00+02:00,34.0,370.0,162.0,0.0,26.0,24.0,0.0,64.0,693.0
2024-01-10 18:00:00+02:00,34.0,370.0,162.0,0.0,25.0,24.0,0.0,64.0,709.0
2024-01-10 19:00:00+02:00,34.0,341.0,162.0,0.0,25.0,24.0,0.0,65.0,736.0
2024-01-10 20:00:00+02:00,34.0,319.0,68.0,0.0,26.0,13.0,0.0,65.0,782.0
2024-01-10 21:00:00+02:00,34.0,366.0,0.0,162.0,25.0,12.0,0.0,65.0,812.0
2024-01-10 22:00:00+02:00,34.0,66.0,0.0,164.0,26.0,13.0,0.0,65.0,801.0
2024-01-10 23:00:00+02:00,34.0,65.0,0.0,167.0,25.0,13.0,0.0,66.0,752.0
2024-01-11 00:00:00+02:00,34.0,66.0,0.0,444.0,25.0,12.0,0.0,65.0,725.0
2024-01-11 01:00:00+02:00,34.0,46.0,0.0,664.0,25.0,12.0,0.0,66.0,685.0
2024-01-11 02:00:00+02:00,34.0,43.0,0.0,667.0,25.0,12.0,0.0,66.0,667.0
2024-01-11 03:00:00+02:00,34.0,43.0,0.0,665.0,25.0,11.0,0.0,66.0,699.0
2024-01-11 04:00:00+02:00,34.0,43.0,0.0,664.0,25.0,10.0,0.0,66.0,760.0
2024-01-11 05:00:00+02:00,34.0,42.0,0.0,546.0,25.0,10.0,0.0,66.0,784.0
2024-01-11 06:00:00+02:00,34.0,50.0,0.0,217.0,25.0,11.0,0.0,65.0,794.0
2024-01-11 07:00:00+02:00,34.0,166.0,0.0,50.0,25.0,11.0,0.0,65.0,821.0
2024-01-11 08:00:00+02:00,34.0,346.0,162.0,0.0,25.0,12.0,1.0,65.0,800.0
2024-01-11 09:00:00+02:00,34.0,427.0,164.0,0.0,25.0,18.0,43.0,65.0,758.0
2024-01-11 10:00:00+02:00,34.0,352.0,167.0,0.0,25.0,17.0,34.0,64.0,753.0
2024-01-11 11:00:00+02:00,34.0,334.0,122.0,0.0,25.0,22.0,42.0,64.0,765.0
2024-01-11 12:00:00+02:00,34.0,296.0,42.0,0.0,25.0,22.0,53.0,63.0,857.0
2024-01-11 13:00:00+02:00,34.0,349.0,162.0,0.0,25.0,23.0,58.0,65.0,825.0
2024-01-11 14:00:00+02:00,34.0,420.0,162.0,0.0,25.0,12.0,48.0,66.0,813.0
2024-01-11 15:00:00+02:00,34.0,425.0,162.0,0.0,26.0,11.0,28.0,67.0,832.0
2024-01-11 16:00:00+02:00,34.0,392.0,162.0,0.0,25.0,29.0,3.0,64.0,819.0
2024-01-11 17:00:00+02:00,34.0,366.0,162.0,0.0,25.0,26.0,1.0,64.0,855.0
2024-01-11 18:00:00+02:00,34.0,446.0,163.0,0.0,25.0,26.0,0.0,64.0,766.0
2024-01-11 19:00:00+02:00,34.0,435.0,169.0,0.0,25.0,28.0,0.0,63.0,711.0
2024-01-11 20:00:00+02:00,34.0,449.0,177.0,0.0,25.0,20.0,0.0,60.0,648.0
2024-01-11 21:00:00+02:00,34.0,479.0,0.0,0.0,25.0,18.0,0.0,64.0,609.0
2024-01-11 22:00:00+02:00,34.0,392.0,0.0,0.0,25.0,13.0,0.0,64.0,473.0
